unique_id,display_id,vehicle_type,direction,cardinal_direction,confidence,frame_detected,timestamp,source_file
f0cfeb85,951,Bus,southbound,westbound,0.5908140540122986,9528,2025-10-11T18:59:31.327322,ch02_20220108175448.mp4
e4f25023,952,Truck (3-Axle),southbound,westbound,0.6848894357681274,9531,2025-10-11T18:59:31.657487,ch02_20220108175448.mp4
150389b7,946,Car,eastbound,stationary,0.4224534034729004,9531,2025-10-11T18:59:31.657487,ch02_20220108175448.mp4
cdf0aa8d,954,LCV,westbound,eastbound,0.42662206292152405,9546,2025-10-11T18:59:33.327420,ch02_20220108175448.mp4
add5a1ee,957,Truck (2-Axle),eastbound,stationary,0.48961928486824036,9554,2025-10-11T18:59:34.197304,ch02_20220108175448.mp4
39a56f43,958,Mini Truck,westbound,eastbound,0.6820905804634094,9559,2025-10-11T18:59:34.767152,ch02_20220108175448.mp4
dedcb9aa,963,Car,westbound,eastbound,0.491956889629364,9587,2025-10-11T18:59:37.827319,ch02_20220108175448.mp4
372c2da3,964,Bus (2-Axle),eastbound,stationary,0.5244437456130981,9598,2025-10-11T18:59:39.047403,ch02_20220108175448.mp4
5604c8a1,968,Truck (2-Axle),eastbound,stationary,0.5455122590065002,9621,2025-10-11T18:59:41.589806,ch02_20220108175448.mp4
887921c8,967,Bus,westbound,westbound,0.8644092082977295,9626,2025-10-11T18:59:42.142964,ch02_20220108175448.mp4
97304829,973,Bus (3-Axle),westbound,westbound,0.9150755405426025,9631,2025-10-11T18:59:42.707317,ch02_20220108175448.mp4
fe7a21e6,971,Car,eastbound,stationary,0.40911662578582764,9636,2025-10-11T18:59:43.257539,ch02_20220108175448.mp4
71bb15c9,972,Car (3-Axle),southbound,stationary,0.842919647693634,9677,2025-10-11T18:59:47.797222,ch02_20220108175448.mp4
a01528bb,976,2-Wheeler,westbound,westbound,0.6305508613586426,9681,2025-10-11T18:59:48.257242,ch02_20220108175448.mp4
0812407c,984,Truck (2-Axle),eastbound,stationary,0.44239747524261475,9723,2025-10-11T18:59:52.917453,ch02_20220108175448.mp4
75031a27,983,Mini Truck,eastbound,stationary,0.45848608016967773,9733,2025-10-11T18:59:54.057584,ch02_20220108175448.mp4
b03b6ec9,985,Car,westbound,stationary,0.6166995167732239,9734,2025-10-11T18:59:54.167230,ch02_20220108175448.mp4
724357da,986,Truck (Multi-Axle),southbound,stationary,0.47554779052734375,9737,2025-10-11T18:59:54.507365,ch02_20220108175448.mp4
2a4df5e5,989,2-Wheeler,westbound,eastbound,0.5050773620605469,9785,2025-10-11T18:59:59.852021,ch02_20220108175448.mp4
f5b5412b,990,Car,eastbound,stationary,0.4977685213088989,9786,2025-10-11T18:59:59.951874,ch02_20220108175448.mp4
9e18fccf,992,2-Wheeler,southbound,westbound,0.42266854643821716,9799,2025-10-11T19:00:01.387321,ch02_20220108175448.mp4
ca3eecfb,993,Bus (2-Axle),eastbound,stationary,0.4045567810535431,9808,2025-10-11T19:00:02.367308,ch02_20220108175448.mp4
b76cff71,995,Truck (Multi-Axle),southbound,stationary,0.46753451228141785,9816,2025-10-11T19:00:03.277340,ch02_20220108175448.mp4
74155f6f,996,Car,eastbound,stationary,0.43973398208618164,9866,2025-10-11T19:00:08.877203,ch02_20220108175448.mp4
f2b2e025,999,2-Wheeler,southbound,westbound,0.6181407570838928,9886,2025-10-11T19:00:11.104537,ch02_20220108175448.mp4
92da6a97,1001,Car (3-Axle),southbound,stationary,0.6329646110534668,9893,2025-10-11T19:00:11.892448,ch02_20220108175448.mp4
