unique_id,display_id,vehicle_type,direction,cardinal_direction,confidence,frame_detected,timestamp,source,source_type,video_file
6662b979,67,Motor Bike,southbound,westbound,0.36899569630622864,322,2025-10-11T15:14:19.655690,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
b87ce9af,72,Mini Truck,northbound,stationary,0.40171292424201965,363,2025-10-11T15:14:22.348749,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
852f3918,74,Car,westbound,stationary,0.5276726484298706,364,2025-10-11T15:14:22.423960,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
94f51d35,73,Motor Bike,southbound,eastbound,0.6976040601730347,381,2025-10-11T15:14:23.508548,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
463fed08,77,Auto Rickshaw,westbound,stationary,0.7408747673034668,413,2025-10-11T15:14:25.606721,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
3b33b669,78,Unknown,eastbound,eastbound,0.33711954951286316,459,2025-10-11T15:14:28.568855,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
6c752529,86,Motor Bike,southbound,eastbound,0.38262733817100525,476,2025-10-11T15:14:29.715677,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
a76a9d4f,87,Car,southbound,stationary,0.34388989210128784,476,2025-10-11T15:14:29.715677,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
90e51131,90,Motor Bike,southbound,westbound,0.6265624165534973,506,2025-10-11T15:14:31.715643,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
5f57e6a0,89,Mini Truck,northbound,northbound,0.3369445502758026,507,2025-10-11T15:14:31.775419,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
40a18d74,80,Car,northbound,stationary,0.4177558720111847,519,2025-10-11T15:14:32.585541,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
aef1651e,92,Auto Rickshaw,southbound,westbound,0.4057709276676178,532,2025-10-11T15:14:33.475910,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
1f97caf0,93,Motor Bike,southbound,westbound,0.35913315415382385,536,2025-10-11T15:14:33.735736,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
0c0f5400,94,Car,southbound,westbound,0.7687293291091919,538,2025-10-11T15:14:33.860523,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
5922b814,98,Van,southbound,westbound,0.8178070783615112,560,2025-10-11T15:14:35.295633,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
ed6a19b2,97,Motor Bike,southbound,westbound,0.44959720969200134,563,2025-10-11T15:14:35.490871,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
88ac405c,99,Mini Truck,northbound,eastbound,0.3176198899745941,569,2025-10-11T15:14:35.886034,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
9033d55e,101,Car,southbound,westbound,0.7241742014884949,581,2025-10-11T15:14:36.677526,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
61689554,102,LCV,westbound,eastbound,0.5560615062713623,585,2025-10-11T15:14:36.945848,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
4b68da89,105,Bus,eastbound,eastbound,0.9285216331481934,642,2025-10-11T15:14:40.785776,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
51ac9043,109,Car,southbound,stationary,0.31643563508987427,651,2025-10-11T15:14:41.401753,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
315aa1d8,115,Motor Bike,eastbound,eastbound,0.39710551500320435,668,2025-10-11T15:14:42.563069,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
b5ea11c4,122,Motor Bike,southbound,westbound,0.5044703483581543,711,2025-10-11T15:14:45.465835,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
692b8451,106,Car,westbound,westbound,0.3194541335105896,718,2025-10-11T15:14:45.935633,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
47918a2d,125,Car,southbound,stationary,0.3024493157863617,741,2025-10-11T15:14:47.465602,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
99aef744,126,Motor Bike,southbound,westbound,0.3009074330329895,747,2025-10-11T15:14:47.865488,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
9e939f15,127,Car,westbound,stationary,0.3721044659614563,759,2025-10-11T15:14:48.636508,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
cee4b9de,131,Motor Bike,southbound,eastbound,0.5903325080871582,806,2025-10-11T15:14:51.735749,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
ddf93665,130,Car,southbound,stationary,0.3183733820915222,806,2025-10-11T15:14:51.735749,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
29353469,124,Motor Bike,eastbound,eastbound,0.6752187609672546,849,2025-10-11T15:14:54.518489,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
a28c68d4,135,Mini Truck,northbound,stationary,0.37563908100128174,851,2025-10-11T15:14:54.651525,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
a12a9209,137,Motor Bike,southbound,westbound,0.43692687153816223,870,2025-10-11T15:14:55.918640,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
e0c05e74,138,Motor Bike,southbound,westbound,0.6216358542442322,872,2025-10-11T15:14:56.059579,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
877c628e,136,Motor Bike,eastbound,eastbound,0.429655522108078,898,2025-10-11T15:14:57.775479,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
2ae787e8,140,Car,westbound,stationary,0.45747682452201843,902,2025-10-11T15:14:58.045866,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
c98edbd4,139,Motor Bike,southbound,eastbound,0.43348270654678345,906,2025-10-11T15:14:58.321896,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
e309d166,146,Mini Truck,northbound,stationary,0.41292819380760193,933,2025-10-11T15:15:00.145633,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
d1696440,147,Motor Bike,southbound,westbound,0.48066428303718567,945,2025-10-11T15:15:00.963171,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
69c541cc,150,Car,westbound,stationary,0.7108847498893738,979,2025-10-11T15:15:03.215680,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
8065b774,152,Motor Bike,southbound,westbound,0.4391050636768341,983,2025-10-11T15:15:03.495601,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
759d3c85,153,Motor Bike,southbound,westbound,0.30097484588623047,998,2025-10-11T15:15:04.515687,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
4110d4f0,157,Car,westbound,stationary,0.311423122882843,1060,2025-10-11T15:15:08.568633,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
ba09b50c,163,Car,eastbound,eastbound,0.7833552956581116,1073,2025-10-11T15:15:09.435439,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
20a2825a,166,Jeep,southbound,westbound,0.37439048290252686,1092,2025-10-11T15:15:10.690744,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
0df0d7be,169,Mini Truck,northbound,stationary,0.30085238814353943,1106,2025-10-11T15:15:11.605907,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
47698987,172,Car,eastbound,eastbound,0.9077616333961487,1128,2025-10-11T15:15:13.055831,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
27c649ab,173,Car,southbound,stationary,0.3362691104412079,1130,2025-10-11T15:15:13.195894,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
0b3daae4,175,Motor Bike,southbound,westbound,0.6682209372520447,1145,2025-10-11T15:15:14.195521,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
1be54b5d,171,Motor Bike,eastbound,eastbound,0.46188655495643616,1162,2025-10-11T15:15:15.315430,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
34a80c4a,181,Motor Bike,eastbound,eastbound,0.320083886384964,1226,2025-10-11T15:15:19.555612,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
e034f1d9,183,Motor Bike,southbound,westbound,0.384612500667572,1268,2025-10-11T15:15:22.285705,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
41044509,182,Motor Bike,eastbound,eastbound,0.37721073627471924,1287,2025-10-11T15:15:23.505631,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
8868977c,189,Motor Bike,southbound,westbound,0.3896603584289551,1345,2025-10-11T15:15:27.335691,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
fcc37ca4,192,Motor Bike,southbound,stationary,0.3181815445423126,1356,2025-10-11T15:15:28.065508,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
d4949da9,196,Auto Rickshaw,westbound,stationary,0.6363148093223572,1382,2025-10-11T15:15:29.752572,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
57331e16,188,Car,westbound,westbound,0.44937601685523987,1385,2025-10-11T15:15:29.955649,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
3e4aaccc,201,Motor Bike,southbound,westbound,0.31495314836502075,1435,2025-10-11T15:15:33.235730,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
5acf5e68,204,Motor Bike,southbound,westbound,0.40228068828582764,1509,2025-10-11T15:15:38.021517,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
4b9c1fc5,203,Motor Bike,eastbound,eastbound,0.6443682909011841,1522,2025-10-11T15:15:38.875699,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
bf8ebf73,205,Motor Bike,southbound,westbound,0.6091514825820923,1537,2025-10-11T15:15:39.845906,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
a623516b,207,Motor Bike,southbound,westbound,0.584398090839386,1566,2025-10-11T15:15:41.715666,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
587086bb,208,Motor Bike,southbound,westbound,0.5334594249725342,1611,2025-10-11T15:15:44.665820,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
6e44b1c0,210,Car,southbound,stationary,0.3665075898170471,1623,2025-10-11T15:15:45.447723,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
6a5fe2f1,212,Motor Bike,eastbound,stationary,0.41224563121795654,1673,2025-10-11T15:15:48.679653,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
ab37dad9,214,Mini Truck,northbound,stationary,0.42229682207107544,1726,2025-10-11T15:15:52.095899,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
152e3daf,213,Motor Bike,eastbound,southbound,0.5850973129272461,1728,2025-10-11T15:15:52.241508,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
aec19180,218,Motor Bike,southbound,westbound,0.6535647511482239,1747,2025-10-11T15:15:53.481365,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
e0b074c7,216,Motor Bike,eastbound,eastbound,0.5822970271110535,1753,2025-10-11T15:15:53.875672,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
bd114e15,219,Car,southbound,stationary,0.33330240845680237,1759,2025-10-11T15:15:54.287457,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
20ebac83,221,Mini Truck,northbound,stationary,0.3159320056438446,1762,2025-10-11T15:15:54.494706,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
86e7517d,222,Motor Bike,eastbound,eastbound,0.455901563167572,1792,2025-10-11T15:15:56.478388,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
d5b9c02b,225,Motor Bike,eastbound,eastbound,0.5632413625717163,1886,2025-10-11T15:16:02.589453,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
3bcb64e2,229,Bus,southbound,westbound,0.6954463124275208,1908,2025-10-11T15:16:04.015619,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4,video,E:\Videos\ATCC PROJECT\data\input\04_mid_block\DAY\ch01_20220406085318.mp4
